model,disease,fold_id,uf,date,horizon_weeks,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,observed_value,wis,dispersion,overprediction,underprediction,ae_median,coverage_50,coverage_80,coverage_90,coverage_95
naive,chikungunya,1,4104808,2023-03-05,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,4,2.3111111111111113,0.5333333333333334,0.0,1.7777777777777777,4.0,False,False,False,True
naive,chikungunya,1,4104808,2023-03-12,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,3,1.5333333333333334,0.4222222222222223,0.0,1.1111111111111112,3.0,False,False,True,True
naive,chikungunya,1,4104808,2023-03-19,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,2,0.9777777777777779,0.3111111111111111,0.0,0.6666666666666666,2.0,False,False,True,True
naive,chikungunya,1,4104808,2023-03-26,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8999999999999773,6.0,1,0.42111111111111094,0.19888888888888864,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-04-02,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,4,2.3111111111111113,0.5333333333333334,0.0,1.7777777777777777,4.0,False,False,False,True
naive,chikungunya,1,4104808,2023-04-09,42,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1,0.4222222222222223,0.20000000000000004,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-04-16,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.024999999999977,4,2.31125,0.5334722222222221,0.0,1.7777777777777777,4.0,False,False,False,True
naive,chikungunya,1,4104808,2023-04-23,44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.050000000000011,7,4.855833333333331,0.8669444444444445,0.0,3.9888888888888863,7.0,False,False,False,False
naive,chikungunya,1,4104808,2023-04-30,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.074999999999989,4,2.311527777777778,0.53375,0.0,1.7777777777777777,4.0,False,False,False,True
naive,chikungunya,1,4104808,2023-05-07,46,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.099999999999966,4,2.3116666666666665,0.5338888888888887,0.0,1.7777777777777777,4.0,False,False,False,True
naive,chikungunya,1,4104808,2023-05-14,47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.125,3,1.5340277777777778,0.4229166666666667,0.0,1.1111111111111112,3.0,False,False,True,True
naive,chikungunya,1,4104808,2023-05-21,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.149999999999977,3,1.5341666666666667,0.42305555555555546,0.0,1.1111111111111112,3.0,False,False,True,True
naive,chikungunya,1,4104808,2023-05-28,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.175000000000011,1,0.42319444444444454,0.2009722222222223,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-06-04,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.199999999999989,1,0.4233333333333333,0.20111111111111107,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-06-11,51,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.224999999999966,0,0.09013888888888871,0.09013888888888871,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-06-18,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.25,0,0.0902777777777778,0.0902777777777778,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-06-25,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.274999999999977,0,0.09041666666666656,0.09041666666666656,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-07-02,54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.300000000000011,1,0.423888888888889,0.20166666666666677,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-07-09,55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.324999999999989,1,0.4240277777777777,0.20180555555555552,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-07-16,56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.349999999999966,0,0.09083333333333315,0.09083333333333315,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-07-23,57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.375,0,0.09097222222222225,0.09097222222222225,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-07-30,58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.399999999999977,1,0.4244444444444444,0.20222222222222214,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-08-06,59,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.425000000000011,0,0.09125000000000008,0.09125000000000008,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-08-13,60,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8999999999999773,6.449999999999989,0,0.1013888888888886,0.1013888888888886,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-08-20,61,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.474999999999966,1,0.4470833333333331,0.22486111111111093,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,4104808,2023-08-27,62,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.5,0,0.1138888888888889,0.1138888888888889,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-09-03,63,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.524999999999977,0,0.12513888888888877,0.12513888888888877,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-09-10,64,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.099999999999966,6.550000000000011,0,0.11527777777777747,0.11527777777777747,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-09-17,65,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.574999999999989,0,0.12541666666666662,0.12541666666666662,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-09-24,66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.599999999999966,0,0.12555555555555536,0.12555555555555536,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4104808,2023-10-01,67,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.625,0,0.11458333333333333,0.11458333333333333,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-10-09,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-10-16,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-10-23,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-10-30,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-11-06,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-11-13,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-11-20,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-11-27,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-12-04,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-12-11,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-12-18,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2022-12-25,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-01-01,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-01-08,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-01-15,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-01-22,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-01-29,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-02-05,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-02-12,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-02-19,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-02-26,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-03-05,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-03-12,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-03-19,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-03-26,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-04-02,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-04-09,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-04-16,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-04-23,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-04-30,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-05-07,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-05-14,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-05-21,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-05-28,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-06-04,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-06-11,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-06-18,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-06-25,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-07-02,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-07-09,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-07-16,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-07-23,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-07-30,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-08-06,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-08-13,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-08-20,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-08-27,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-09-03,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-09-10,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-09-17,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-09-24,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,4219507,2023-10-01,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-10-09,16,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.699999999999989,27.349999999999966,0,0.33749999999999974,0.33749999999999974,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-10-16,17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.5,27.0,0,0.3444444444444445,0.3444444444444445,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-10-23,18,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,27.799999999999955,0,0.33222222222222203,0.33222222222222203,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-10-30,19,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.849999999999966,27.850000000000023,0,0.34194444444444433,0.34194444444444433,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-11-06,20,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,27.899999999999977,0,0.34388888888888886,0.34388888888888886,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-11-13,21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,28.474999999999966,0,0.3359722222222221,0.3359722222222221,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-11-20,22,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,28.0,0,0.34444444444444455,0.34444444444444455,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-11-27,23,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.149999999999864,28.524999999999977,0,0.33791666666666514,0.33791666666666514,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-12-04,24,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.299999999999898,29.0,0,0.3422222222222212,0.3422222222222212,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-12-11,25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.299999999999955,28.149999999999977,0,0.3486111111111106,0.3486111111111106,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-12-18,26,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.199999999999989,27.599999999999966,0,0.3444444444444442,0.3444444444444442,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2022-12-25,27,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.5,28.0,0,0.3500000000000001,0.3500000000000001,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-01-01,28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.599999999999909,28.0,0,0.3511111111111102,0.3511111111111102,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-01-08,29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.699999999999932,28.350000000000023,0,0.35416666666666613,0.35416666666666613,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-01-15,30,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.399999999999977,27.69999999999999,0,0.3583333333333331,0.3583333333333331,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-01-22,31,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.449999999999989,28.0,0,0.3605555555555555,0.3605555555555555,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-01-29,32,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,27.75,0,0.35416666666666674,0.35416666666666674,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-02-05,33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.549999999999955,27.774999999999977,0,0.3604166666666661,0.3604166666666661,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-02-12,34,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999886,14.199999999999932,27.80000000000001,0,0.3611111111111103,0.3611111111111103,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-02-19,35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.949999999999932,27.0,1,0.6827777777777772,0.46055555555555494,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,5102637,2023-02-26,36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.699999999999989,27.0,1,0.6911111111111111,0.46888888888888886,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,5102637,2023-03-05,37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.75,27.0,0,0.3583333333333334,0.3583333333333334,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-03-12,38,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.799999999999955,27.0,0,0.3588888888888884,0.3588888888888884,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-03-19,39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.849999999999966,27.92500000000001,0,0.36458333333333315,0.36458333333333315,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-03-26,40,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.899999999999977,28.0,1,0.6988888888888887,0.47666666666666646,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,5102637,2023-04-02,41,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.899999999999977,28.974999999999966,1,0.7043055555555552,0.482083333333333,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,5102637,2023-04-09,42,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,29.0,0,0.3722222222222223,0.3722222222222223,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-04-16,43,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.049999999999955,29.024999999999977,0,0.3729166666666661,0.3729166666666661,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-04-23,44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.099999999999966,29.05000000000001,0,0.3736111111111109,0.3736111111111109,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-04-30,45,0.0,0.0,0.0,0.0,0.0,0.0,2.3000000000000114,15.149999999999977,29.149999999999977,0,0.3813888888888889,0.3813888888888889,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-05-07,46,0.0,0.0,0.0,0.0,0.0,0.0,2.400000000000034,15.199999999999989,28.299999999999898,0,0.3794444444444446,0.3794444444444446,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-05-14,47,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.25,29.25,0,0.3986111111111112,0.3986111111111112,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-05-21,48,0.0,0.0,0.0,0.0,0.0,0.0,2.6000000000000227,15.299999999999955,29.299999999999955,0,0.39055555555555543,0.39055555555555543,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-05-28,49,0.0,0.0,0.0,0.0,0.0,0.0,2.6999999999999886,15.349999999999966,29.350000000000023,0,0.3936111111111107,0.3936111111111107,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-06-04,50,0.0,0.0,0.0,0.0,0.0,0.0,2.8000000000000114,15.399999999999977,29.399999999999977,0,0.39666666666666667,0.39666666666666667,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-06-11,51,0.0,0.0,0.0,0.0,0.0,0.0,2.900000000000034,15.449999999999989,29.449999999999932,0,0.3997222222222226,0.3997222222222226,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-06-18,52,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.5,29.5,1,0.7361111111111112,0.513888888888889,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,5102637,2023-06-25,53,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.549999999999955,28.824999999999932,0,0.3995833333333325,0.3995833333333325,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-07-02,54,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.599999999999966,28.900000000000034,0,0.40055555555555544,0.40055555555555544,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-07-09,55,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.649999999999977,29.649999999999977,0,0.40527777777777746,0.40527777777777746,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-07-16,56,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.699999999999989,29.699999999999932,0,0.40611111111111065,0.40611111111111065,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-07-23,57,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.75,29.75,0,0.4069444444444446,0.4069444444444446,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-07-30,58,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.799999999999955,29.799999999999955,0,0.4077777777777772,0.4077777777777772,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-08-06,59,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.849999999999966,29.850000000000023,0,0.4086111111111109,0.4086111111111109,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-08-13,60,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.899999999999977,29.899999999999977,1,0.7427777777777774,0.5205555555555552,0.0,0.2222222222222222,1.0,False,True,True,True
naive,chikungunya,1,5102637,2023-08-20,61,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.949999999999989,29.949999999999932,0,0.41027777777777735,0.41027777777777735,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-08-27,62,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,30.0,0,0.40000000000000013,0.40000000000000013,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-09-03,63,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.150000000000034,30.049999999999955,0,0.40194444444444466,0.40194444444444466,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-09-10,64,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.199999999999932,30.100000000000023,0,0.41388888888888836,0.41388888888888836,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-09-17,65,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.449999999999932,30.149999999999977,0,0.40583333333333255,0.40583333333333255,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-09-24,66,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.19999999999999,30.199999999999932,0,0.41444444444444406,0.41444444444444406,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5102637,2023-10-01,67,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.25,30.25,0,0.41527777777777786,0.41527777777777786,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5103403,2022-10-09,16,0.0,0.0,0.0,0.0,0.0,1.0,6.0,38.69999999999999,84.19999999999959,0,1.0866666666666644,1.0866666666666644,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5103403,2022-10-16,17,0.0,0.0,0.0,0.0,0.0,1.0,6.5,38.75,82.625,0,1.0895833333333336,1.0895833333333336,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,5103403,2022-10-23,18,0.0,0.0,0.0,0.0,0.0,1.0,9.0,39.0,84.99999999999966,0,1.1611111111111094,1.1611111111111094,0.0,0.0,0.0,True,True,True,True
